RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
7193,15644400,Anderson,709,France,Male,44,9,128601.98,1,1,0,117031.2,0,0,4,GOLD,223,29.73
7207,15770995,Sinclair,753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0,0,3,DIAMOND,482,17.32
7214,15623210,Smith,484,Germany,Female,55,8,149349.58,3,0,0,137519.92,1,1,5,PLATINUM,760,40.6
7229,15707602,Macleod,539,France,Female,47,2,127286.04,2,1,1,166929.43,1,1,1,DIAMOND,551,17.509999999999998
7239,15594133,Erskine,697,Spain,Male,62,7,0.0,1,1,0,129188.18,1,1,4,DIAMOND,547,29.97
7244,15728906,Ibekwe,634,France,Male,77,5,0.0,2,1,1,161579.85,0,0,5,PLATINUM,398,32.48
7258,15648681,Voronoff,747,France,Female,47,5,139914.6,4,0,1,129964.56,1,1,5,DIAMOND,230,34.8
7273,15666166,Pettry,653,France,Female,74,0,121276.32,1,1,1,160348.31,0,0,3,GOLD,582,18.82
7281,15611973,Tuan,804,France,Male,55,7,0.0,2,1,1,118752.6,0,0,5,SILVER,914,40.64
7282,15735572,Lawrence,629,France,Male,59,9,113657.83,1,1,1,116848.79,1,1,2,SILVER,968,33.18
7301,15788224,Sanderson,669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0,0,2,DIAMOND,298,12.48
7309,15618703,White,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1,1,3,GOLD,654,28.54
7329,15689786,Massie,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1,1,1,DIAMOND,757,14.07
7339,15796111,Smith,708,Germany,Female,54,8,145151.4,1,0,1,125311.17,1,1,4,PLATINUM,863,36.63
7359,15797767,Ikedinachukwu,600,France,Female,49,6,0.0,1,0,1,148087.88,1,1,3,PLATINUM,269,24.69
7393,15795079,Nnaife,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0,0,3,PLATINUM,727,31.27
7397,15603565,Mackenzie,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1,1,4,PLATINUM,975,33.25
7398,15744044,Fiorentini,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,1,1,5,SILVER,276,25.759999999999998
7404,15779492,Trevisano,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1,1,2,GOLD,667,23.67
7407,15742009,Hsueh,489,Spain,Male,58,4,0.0,2,1,1,191419.32,0,0,4,SILVER,486,28.86
7436,15647898,Russell,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1,1,2,SILVER,821,27.71
7441,15604130,Johnstone,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0,0,4,DIAMOND,578,28.78
7455,15627365,Calabresi,732,France,Male,46,0,0.0,2,1,1,184350.78,0,0,3,DIAMOND,461,19.61
7471,15602456,Afanasyev,850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0,0,1,GOLD,630,21.3
7472,15721569,Chialuka,658,Germany,Female,55,8,119327.93,1,0,1,119439.66,0,0,5,DIAMOND,397,34.97
7475,15799859,Lucchesi,704,France,Male,50,4,165438.26,1,1,0,120770.75,1,1,4,GOLD,705,27.05
7477,15737909,Bates,759,France,Male,44,2,111095.58,2,1,0,100137.7,0,0,4,DIAMOND,784,26.84
7478,15646190,Saunders,677,France,Female,56,0,119963.45,1,0,0,158325.87,1,1,2,SILVER,522,13.219999999999999
7484,15784526,Chen,616,France,Male,44,5,102016.38,1,0,1,178235.37,1,1,4,GOLD,830,31.8
7487,15593694,Williams,814,France,Male,49,8,0.0,2,0,0,157822.54,0,0,3,GOLD,539,30.39
7500,15790113,Schofield,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1,1,1,PLATINUM,877,22.77
7501,15652289,Williams,694,France,Male,47,4,0.0,2,1,0,197528.62,0,0,2,SILVER,782,23.82
7502,15605341,Baird,681,France,Female,58,8,93173.88,1,1,1,139761.25,0,0,2,DIAMOND,797,29.97
7504,15652048,Thompson,563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0,0,4,GOLD,481,33.31
7507,15700300,Okoli,674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1,1,2,GOLD,558,21.58
7508,15642001,Lorenzen,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1,1,4,SILVER,802,35.519999999999996
7509,15580366,Okechukwu,566,Germany,Male,54,4,118614.6,2,1,1,172601.62,0,0,3,SILVER,572,26.72
7513,15631267,Lu,641,France,Male,50,6,153590.73,2,1,1,130910.78,0,0,4,SILVER,656,33.56
7518,15771409,McGregor,586,France,Male,58,7,151933.63,1,1,0,162960.05,1,1,4,SILVER,894,33.44
7524,15733602,Rubin,814,Spain,Female,72,2,0.0,2,0,1,130853.03,0,0,1,SILVER,836,20.36
7531,15711299,Wilson,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0,0,1,SILVER,282,21.82
7549,15658504,Chiawuotu,584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0,0,5,DIAMOND,581,40.31
7550,15785705,Thomson,705,Germany,Female,44,10,106731.58,1,1,0,137419.87,1,1,4,PLATINUM,531,34.31
7561,15675176,Price,512,France,Male,51,6,144953.31,1,1,1,165035.17,0,0,2,PLATINUM,339,22.39
7568,15750545,Chidiebere,629,France,Male,44,5,0.0,4,0,0,117572.59,1,1,2,PLATINUM,296,24.46
7599,15613699,Schnaars,430,France,Female,60,7,73937.02,1,1,0,161937.62,1,1,4,PLATINUM,578,30.28
7600,15609758,Geoghegan,537,France,Female,45,7,158621.04,1,1,0,120892.96,1,1,4,SILVER,819,32.69
7605,15636454,Fu,691,France,Female,60,6,101070.69,1,1,0,177355.8,1,1,5,SILVER,253,28.53
7623,15796413,Green,794,France,Male,46,6,0.0,2,1,0,195325.74,0,0,4,PLATINUM,838,33.38
7625,15587443,Akudinobi,728,France,Female,69,1,0.0,2,1,1,131804.86,0,0,4,PLATINUM,341,22.91
7630,15591107,Flemming,723,Germany,Female,68,3,110357.0,1,0,0,141977.54,1,1,1,PLATINUM,761,17.11
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1,1,4,GOLD,761,21.61
7637,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1,1,1,DIAMOND,872,27.72
7663,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1,1,4,DIAMOND,833,39.33
7694,15602043,Buccho,770,Germany,Female,46,5,141788.63,2,0,0,164967.21,0,0,5,PLATINUM,791,34.41
7696,15629985,Eidson,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1,1,5,GOLD,244,36.44
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0,0,5,GOLD,291,23.41
7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1,1,1,SILVER,590,16.4
7718,15787196,T'ien,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0,0,1,PLATINUM,345,15.45
7720,15775433,Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0,0,1,GOLD,419,14.690000000000001
7725,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,0,1,128521.16,1,1,5,PLATINUM,741,36.91
7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1,1,4,DIAMOND,323,18.73
7742,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0,0,4,SILVER,227,19.77
7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1,1,4,PLATINUM,319,22.69
7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1,1,4,DIAMOND,646,23.46
7766,15613427,Barling,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0,0,3,SILVER,820,31.7
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1,1,1,DIAMOND,994,16.439999999999998
7788,15675963,Padovano,627,France,Female,57,9,0.0,2,1,1,107712.42,0,0,2,PLATINUM,333,28.83
7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0,1,SILVER,716,19.16
7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,0,5,DIAMOND,466,32.16
7801,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1,1,4,GOLD,866,24.16
7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1,1,2,SILVER,323,21.73
7809,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1,1,4,SILVER,301,29.509999999999998
7818,15642870,Ross,677,France,Male,58,9,0.0,1,0,1,168650.4,0,0,5,GOLD,817,40.67
7823,15761018,Tan,581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1,1,5,DIAMOND,805,30.05
7833,15664849,Colon,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1,1,4,GOLD,521,25.71
7838,15678497,Lederer,850,Spain,Male,48,2,0.0,1,1,0,169425.3,1,1,1,GOLD,761,15.61
7842,15789563,Fiorentino,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1,1,2,DIAMOND,862,29.119999999999997
7856,15663808,Ifesinachi,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,0,1,DIAMOND,656,27.56
7868,15697201,Yocum,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0,0,1,GOLD,777,19.27
7873,15717736,Shen,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0,0,5,SILVER,661,42.61
7877,15757607,Matveyeva,623,France,Male,45,0,0.0,1,1,0,196533.72,1,1,2,SILVER,679,14.79
7890,15718572,Willis,600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0,0,3,DIAMOND,956,38.06
7892,15652782,Chibuzo,678,Germany,Male,48,2,101099.9,2,0,1,193476.04,0,0,1,PLATINUM,788,19.88
7916,15803538,Douglas,695,Spain,Male,56,1,0.0,3,1,0,187734.49,1,1,2,DIAMOND,231,15.81
7925,15613337,Gallo,833,France,Male,47,2,0.0,2,1,1,182247.77,0,0,5,SILVER,418,28.18
7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,1,1,DIAMOND,916,23.66
7932,15751227,Ebelegbulam,807,France,Male,47,1,95120.59,1,0,0,127875.1,0,0,3,PLATINUM,468,17.18
7934,15616088,Lucas,782,France,Female,70,7,97072.42,1,0,1,131177.22,0,0,3,GOLD,714,30.64
7950,15617486,Sullivan,530,France,Male,52,1,106723.28,1,0,0,109960.4,1,1,3,PLATINUM,284,15.34
7970,15652030,De Bernales,637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1,1,3,DIAMOND,675,20.75
7985,15678206,Yeh,464,France,Male,46,6,161798.53,1,1,0,182944.47,0,0,5,SILVER,343,29.43
7987,15678067,Boyle,667,Spain,Male,45,3,0.0,2,0,0,163655.01,0,0,1,SILVER,814,19.64
7989,15699532,Okagbue,516,France,Male,51,8,120124.35,2,0,1,168773.54,0,0,2,PLATINUM,286,26.86
8005,15645815,Mills,615,France,Male,45,5,0.0,2,1,1,164886.64,0,0,4,DIAMOND,537,30.87
8011,15787756,Nkemdirim,467,Germany,Male,51,10,114514.71,2,1,0,177784.68,1,1,2,SILVER,681,31.81
8018,15631406,Munro,459,Germany,Male,50,5,109387.9,1,1,0,155721.15,0,0,3,PLATINUM,894,27.439999999999998
8020,15771154,North,683,France,Female,73,8,137732.23,2,1,1,133210.44,0,0,4,PLATINUM,959,39.59
8046,15795737,McNaughtan,771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0,0,4,GOLD,862,31.119999999999997
8047,15693877,Stewart,811,France,Female,47,3,123365.34,2,0,0,171995.34,0,0,4,GOLD,601,26.509999999999998
8066,15690829,Sandefur,430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1,1,1,GOLD,404,13.54
8072,15688849,Martin,609,France,Male,48,1,108019.27,3,1,1,184524.65,1,1,5,PLATINUM,559,30.09
8073,15661473,Boni,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1,1,3,DIAMOND,744,24.44
8081,15668775,Pendred,757,France,Male,47,3,130747.1,1,1,0,143829.54,0,0,1,SILVER,303,12.53
8095,15597957,Rahman,614,Spain,Male,66,2,0.0,2,0,1,180082.7,0,0,5,SILVER,778,31.78
8099,15594391,Samaniego,770,France,Female,68,2,183555.24,1,0,0,159557.28,1,1,5,PLATINUM,561,25.61
8103,15758252,Toscano,561,Germany,Female,45,2,168085.38,2,0,1,115719.08,0,0,4,GOLD,998,30.98
8106,15635116,Burgos,659,Spain,Male,60,2,0.0,1,1,0,177480.45,1,1,2,GOLD,365,14.65
8107,15764892,Spinelli,590,Spain,Female,51,10,84474.62,2,1,1,190937.09,0,0,3,PLATINUM,690,36.9
8115,15607269,Costa,492,Germany,Female,49,2,151249.45,2,1,1,167237.94,0,0,4,GOLD,543,26.43
8121,15676645,Parry,523,France,Male,45,5,0.0,2,1,1,121428.2,0,0,2,SILVER,386,23.36
8131,15588928,Maslow,704,France,Male,47,5,0.0,2,1,1,145338.61,0,0,4,GOLD,308,28.58
8147,15600086,Combs,717,France,Male,48,7,123764.95,1,1,1,169952.82,0,0,5,DIAMOND,652,36.019999999999996
8157,15785576,Mayrhofer,434,Germany,Male,71,9,119496.87,1,1,0,125848.88,0,0,3,SILVER,690,31.4
8179,15809654,Hsia,707,France,Female,46,7,127476.73,2,1,1,146011.55,0,0,4,SILVER,278,31.28
8184,15694641,Wright,621,Spain,Female,59,2,0.0,2,1,1,171364.18,0,0,4,PLATINUM,740,28.4
8185,15605916,Uvarova,659,France,Female,50,3,0.0,1,1,0,183399.12,1,1,5,PLATINUM,818,29.68
8191,15813871,Hs?,690,France,Male,47,2,0.0,2,1,0,151375.73,0,0,2,PLATINUM,289,15.89
8196,15706537,Pirogov,577,Germany,Female,59,7,111396.97,1,0,1,191070.01,0,0,5,SILVER,583,35.33
8201,15577359,Bezrukov,767,Spain,Male,47,5,0.0,1,1,0,121964.46,1,1,5,GOLD,273,27.23
8216,15743236,Piccio,687,France,Female,61,7,80538.56,1,1,0,131305.37,1,1,4,DIAMOND,274,27.240000000000002
8218,15635500,Seleznyov,605,Germany,Male,75,2,61319.63,1,0,1,186655.11,0,0,2,SILVER,470,17.7
8235,15677796,Becher,766,Germany,Male,47,9,129289.98,1,1,0,169935.46,1,1,4,PLATINUM,286,30.36
8241,15708504,Wong,790,Germany,Male,50,8,121438.58,1,1,1,176471.78,1,1,4,GOLD,352,31.52
8253,15734737,Bruno,744,France,Male,56,9,0.0,2,1,1,169498.61,0,0,4,SILVER,730,38.8
8270,15636736,McLachlan,611,France,Female,53,7,0.0,2,0,1,156495.39,1,1,1,GOLD,843,27.93
8276,15737489,Ramsden,610,Spain,Female,46,5,116886.59,1,0,0,107973.44,0,0,1,GOLD,452,17.02
8281,15745716,McGregor,706,Spain,Male,53,7,0.0,2,0,1,117939.17,0,0,2,DIAMOND,840,30.9
8305,15792868,Mickey,675,France,Male,69,1,0.0,2,1,0,157097.09,0,0,2,DIAMOND,526,16.759999999999998
8317,15592025,Nnaemeka,651,France,Male,53,7,0.0,2,1,1,130132.41,0,0,1,DIAMOND,284,22.34
8344,15591698,P'eng,849,Germany,Female,49,9,132934.89,1,1,0,171056.65,1,1,4,GOLD,285,30.35
8364,15677336,Aitken,557,Germany,Male,57,1,120043.13,1,1,0,132370.75,1,1,1,GOLD,954,16.04
8365,15684395,Enderby,446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1,1,5,SILVER,584,39.84
8373,15811958,Medland,850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0,0,5,SILVER,842,30.42
8386,15649297,T'ang,605,France,Female,62,4,111065.93,2,0,1,125660.99,0,0,1,PLATINUM,868,23.68
8388,15660608,Chimaraoke,699,France,Male,44,8,158697.61,1,1,0,107181.22,0,0,2,DIAMOND,963,29.630000000000003
8391,15755521,Ma,660,France,Female,48,0,90044.32,2,0,1,187604.97,1,1,5,SILVER,351,24.509999999999998
8394,15752507,K?,769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1,1,5,GOLD,310,33.6
8397,15655082,Pape,607,France,Female,48,4,112070.86,3,1,0,173568.3,1,1,5,SILVER,948,36.480000000000004
8411,15609913,Clark,743,France,Female,46,9,0.0,1,1,0,113436.08,0,0,2,DIAMOND,761,29.11
8439,15692142,Rogova,707,Germany,Female,48,7,105086.74,1,1,1,180344.69,1,1,5,PLATINUM,744,36.94
8445,15793641,Evseyev,792,France,Female,70,3,0.0,2,1,1,172240.27,0,0,4,PLATINUM,524,27.740000000000002
8449,15717191,Ferri,508,France,Male,49,1,93817.41,2,1,1,132468.76,1,1,5,DIAMOND,757,30.07
8453,15601410,Tien,744,Spain,Female,46,1,0.0,3,1,1,177431.59,1,1,4,PLATINUM,846,29.96
8456,15692207,Ingle,609,France,Female,53,6,0.0,2,1,1,124218.27,0,0,3,GOLD,645,30.45
8459,15728542,Vorobyova,850,France,Female,71,4,0.0,2,1,1,107236.87,0,0,3,PLATINUM,518,26.18
8463,15778481,Chigbogu,817,France,Male,59,1,118962.58,1,1,1,120819.58,0,0,3,GOLD,949,23.990000000000002
8464,15661162,Akabueze,526,Spain,Male,49,2,0.0,1,1,0,114539.67,1,1,2,DIAMOND,948,20.48
8470,15799534,McClaran,720,France,Male,71,5,183135.39,2,1,1,197688.5,0,0,2,DIAMOND,723,26.73
8472,15612478,Somadina,525,France,Male,51,10,0.0,3,1,0,171045.35,1,1,2,PLATINUM,242,29.42
8476,15574830,Townsley,633,Germany,Male,58,2,128137.42,2,1,0,147635.33,1,1,4,PLATINUM,681,25.81
8489,15794360,Hao,592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1,1,1,DIAMOND,255,17.05
8491,15585985,Wang,746,France,Male,48,5,165282.42,1,1,0,153786.46,1,1,4,SILVER,512,26.62
8504,15794101,Barese,559,France,Female,48,2,0.0,2,0,1,137961.41,0,0,3,GOLD,640,24.4
8507,15605215,Stevenson,767,France,Male,48,9,0.0,2,0,1,175458.21,0,0,5,DIAMOND,741,41.91
8521,15634606,Chinonyelum,634,Spain,Male,52,1,0.0,2,1,1,176913.42,0,0,4,PLATINUM,928,28.78
8524,15567778,Genovese,690,Germany,Female,54,1,144027.8,1,1,1,108731.02,1,1,5,SILVER,480,25.3
8530,15623858,Charteris,603,France,Male,45,9,0.0,1,0,0,148516.79,0,0,5,PLATINUM,593,36.43
8538,15800068,Cooper,801,Spain,Female,46,6,0.0,2,1,1,170008.74,0,0,3,SILVER,557,29.57
8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0,0,1,DIAMOND,364,20.14
8551,15709016,North,687,Germany,Female,47,1,91219.29,1,0,0,158845.49,1,1,2,GOLD,268,12.18
8554,15791321,Nwora,682,Spain,Female,58,4,0.0,1,1,0,176036.01,0,0,2,SILVER,495,18.95
8563,15647292,Peng,697,France,Male,63,7,148368.02,1,0,0,118862.08,1,1,5,DIAMOND,505,32.55
8564,15728838,Leach,578,France,Male,45,1,148600.91,1,1,0,143397.14,1,1,4,SILVER,478,20.28
8565,15584704,Chiazagomekpele,519,France,Male,48,10,71083.98,1,1,0,137959.0,0,0,2,SILVER,824,31.240000000000002
8575,15780677,Jackson,717,France,Female,59,4,0.0,2,1,1,170528.63,0,0,1,DIAMOND,359,18.59
8576,15690175,Ball,585,Spain,Male,45,0,0.0,2,0,0,189683.7,0,0,3,DIAMOND,957,22.57
8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1,1,1,121529.59,1,1,4,SILVER,413,21.63
8587,15694039,Jen,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0,0,3,GOLD,880,35.3
8598,15659694,Wallis,634,Germany,Female,53,3,113781.5,2,1,1,106345.05,1,1,5,GOLD,559,31.09
8599,15624424,Palerma,678,Spain,Female,49,1,0.0,2,1,1,102472.9,0,0,1,GOLD,502,15.52
8602,15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0,0,5,GOLD,938,38.38
8604,15702541,Fraser,551,France,Female,59,2,166968.28,1,1,0,159483.76,1,1,4,SILVER,654,23.54
8629,15713890,Maclean,704,France,Male,44,3,0.0,2,0,1,152884.85,0,0,5,DIAMOND,323,28.73
8643,15810203,Manning,499,Germany,Female,44,6,77627.33,2,1,0,108222.68,0,0,4,PLATINUM,545,30.45
8649,15683053,Reyna,809,Spain,Female,48,2,0.0,1,1,0,160976.85,1,1,1,GOLD,994,17.939999999999998
8654,15650454,Tran,641,France,Male,57,5,0.0,2,1,1,122449.18,0,0,3,SILVER,720,29.7
8668,15658987,Kane,557,France,Female,46,4,96173.17,2,1,1,116378.31,0,0,5,GOLD,689,33.89
8675,15719426,Cole,529,France,Male,67,8,103101.56,2,1,1,154002.02,1,1,5,PLATINUM,572,38.72
8676,15639265,Isaacs,714,France,Male,54,7,126113.28,1,1,0,112777.38,0,0,3,GOLD,699,28.490000000000002
8684,15599329,Christopher,697,France,Female,49,7,195238.29,4,0,1,131083.56,1,1,2,GOLD,503,31.53
8687,15597467,Duncan,606,France,Female,71,8,0.0,2,1,1,169741.96,0,0,4,GOLD,814,38.14
8694,15659092,Davide,621,France,Female,50,5,0.0,2,1,0,191756.54,1,1,5,DIAMOND,344,29.94
8707,15717770,Marcelo,850,Spain,Female,55,7,0.0,1,0,0,171762.87,1,1,3,SILVER,987,31.369999999999997
8709,15776939,Zox,778,Germany,Female,48,3,102290.56,2,1,0,182691.31,0,0,1,PLATINUM,434,15.84
8712,15673995,Tu,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0,0,4,PLATINUM,933,36.83
8718,15635502,Ch'iu,443,France,Male,44,2,0.0,1,1,0,159165.7,0,0,3,PLATINUM,351,17.509999999999998
8720,15811415,Jenks,691,France,Female,44,6,134066.1,2,1,1,197572.41,0,0,4,PLATINUM,335,30.35
8724,15803202,Onyekachi,350,France,Male,51,10,0.0,1,1,1,125823.79,1,1,4,GOLD,383,34.83
8730,15656592,Toscano,646,Germany,Male,48,8,169023.33,2,1,1,175657.55,0,0,4,PLATINUM,593,35.93
8735,15642530,Coates,706,Germany,Female,47,10,144090.42,1,1,0,140938.95,1,1,5,DIAMOND,240,34.4
8740,15615219,Obielumani,518,France,Male,59,5,138772.15,1,0,1,123872.0,0,0,4,PLATINUM,968,33.18
8745,15691906,Esposito,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1,1,2,PLATINUM,923,26.73
8750,15701238,Chia,683,France,Male,47,1,0.0,2,1,0,148989.15,0,0,5,PLATINUM,745,27.95
8756,15697510,Tien,707,Spain,Female,52,7,0.0,1,1,0,109688.82,1,1,1,SILVER,533,20.83
8760,15757981,Loggia,748,France,Male,66,8,0.0,1,1,1,163331.65,0,0,4,GOLD,671,34.71
8763,15765173,Lin,350,France,Female,60,3,0.0,1,0,0,113796.15,1,1,1,SILVER,958,19.08
8764,15665159,Brooks,727,France,Male,61,0,128213.96,2,1,1,188729.08,1,1,1,SILVER,708,16.08
8771,15656901,Nnonso,615,France,Male,59,8,0.0,2,1,1,165576.55,0,0,2,DIAMOND,948,33.480000000000004
8788,15572356,Tsai,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0,0,1,PLATINUM,623,14.73
8794,15574554,Pugh,537,Germany,Male,66,8,103291.25,2,1,1,130664.79,0,0,4,GOLD,458,34.58
8798,15630466,Maclean,797,France,Male,45,8,0.0,1,0,0,125110.02,0,0,2,DIAMOND,456,24.56
8802,15606115,P'eng,510,France,Female,52,6,191665.21,1,1,1,131312.56,1,1,4,SILVER,297,27.97
8815,15589725,Zubarev,740,France,Female,51,4,0.0,2,1,1,178929.84,0,0,4,SILVER,850,32.5
8823,15673929,Chin,543,France,Male,64,4,0.0,2,1,1,148305.82,0,0,5,GOLD,701,34.01
8826,15797081,Ajuluchukwu,611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1,1,4,SILVER,991,41.41
8834,15760873,Lombardo,594,France,Male,50,7,81310.34,1,1,1,183868.01,0,0,4,SILVER,439,30.89
8838,15809736,Steigrad,664,France,Male,46,2,0.0,1,1,1,177423.02,1,1,5,PLATINUM,816,30.16
8863,15769246,Lo Duca,813,Germany,Male,59,2,135078.41,1,1,0,187636.06,1,1,1,GOLD,709,15.09
8877,15712807,Robertson,556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1,1,5,SILVER,606,29.56
8879,15675794,Hsing,645,Germany,Male,47,9,152076.93,1,1,0,121840.2,1,1,3,GOLD,309,27.59
8881,15603764,Chang,560,France,Male,49,4,0.0,1,1,1,100075.1,1,1,1,DIAMOND,533,18.33
8886,15815125,Michael,668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0,0,4,GOLD,823,32.230000000000004
8891,15788723,McIntyre,599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1,1,4,SILVER,383,36.83
8894,15612670,Berry,631,Spain,Female,46,10,0.0,2,1,1,129508.96,0,0,2,DIAMOND,687,33.87
8911,15744873,Wright,657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1,1,4,PLATINUM,944,30.939999999999998
8924,15570002,Burlingame,625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1,1,1,PLATINUM,532,28.32
8925,15808566,Hs?,516,France,Male,46,2,0.0,2,1,1,169122.54,0,0,4,GOLD,786,28.86
8932,15761487,Yefimova,678,France,Female,55,5,0.0,1,0,1,196794.11,1,1,5,GOLD,222,28.72
8945,15752312,Howells,551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0,0,5,PLATINUM,986,32.36
8950,15649239,Vasilieva,731,Spain,Male,46,10,0.0,2,1,0,153015.42,0,0,2,GOLD,416,29.16
8953,15713975,Gibson,565,Germany,Female,47,10,139756.12,1,1,0,165849.49,1,1,4,GOLD,234,31.34
8955,15581626,Mancini,664,France,Male,54,8,0.0,1,1,1,162719.69,1,1,5,SILVER,742,38.42
8956,15641319,Afanasyeva,518,Spain,Male,50,4,0.0,1,0,0,107112.25,1,1,2,PLATINUM,225,16.25
8959,15710726,Hughes,573,France,Male,52,8,0.0,2,0,1,178229.04,0,0,2,SILVER,481,28.81
8962,15676117,Zinachukwudi,603,France,Male,44,9,0.0,1,1,0,138328.24,0,0,5,DIAMOND,696,37.46
9010,15729087,Suttor,751,Germany,Male,54,9,156367.6,2,0,1,116179.92,0,0,1,SILVER,676,29.259999999999998
9022,15712199,Ijendu,655,Germany,Female,61,2,183997.7,2,1,1,161217.18,0,0,5,PLATINUM,382,27.82
9031,15799635,Arbour,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,1,1,4,SILVER,456,21.56
9035,15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1,1,3,PLATINUM,965,22.65
9036,15807555,Chung,535,France,Male,45,2,0.0,2,1,0,125658.28,0,0,5,DIAMOND,430,26.3
9042,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0,0,3,PLATINUM,844,26.939999999999998
9045,15653347,Chiu,560,Spain,Male,47,1,0.0,1,0,0,128882.66,1,1,1,SILVER,762,14.120000000000001
9056,15645323,Chinwenma,630,France,Male,55,2,0.0,1,1,1,106202.07,1,1,3,SILVER,660,22.6
9057,15793311,Smith,765,Germany,Female,46,8,119492.88,2,0,1,166896.01,1,1,5,GOLD,453,37.53
9059,15802560,Moran,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0,0,2,DIAMOND,296,21.96
9065,15632816,Williams,521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0,0,2,GOLD,596,18.96
