RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
8416,15758031,Lazarev,760,Spain,Male,38,3,91241.85,1,0,1,80682.35,0,0,5,GOLD,840,31.9
8417,15751771,Lowe,528,Germany,Male,32,2,99092.45,1,0,1,111149.98,0,0,5,PLATINUM,859,30.59
8420,15775809,Holloway,677,Germany,Female,26,6,98723.67,1,0,1,151146.67,0,0,5,GOLD,425,32.25
8429,15566735,Obialo,548,Germany,Female,36,2,108913.84,2,1,1,140460.01,0,0,4,SILVER,800,29.0
8431,15775949,Trevisani,612,France,Female,38,7,110615.47,1,1,1,193502.93,0,0,5,DIAMOND,802,37.519999999999996
8457,15730705,Chidubem,715,France,Male,37,9,165252.52,1,1,0,85286.3,0,0,2,PLATINUM,612,27.62
8461,15658982,Napolitani,650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1,1,4,DIAMOND,240,29.9
8467,15772383,Toscani,613,France,Male,36,9,131307.11,1,0,0,83343.73,0,0,4,PLATINUM,336,30.86
8481,15597591,Lung,456,France,Male,29,5,107000.49,1,1,1,153419.62,0,0,4,DIAMOND,405,27.55
8511,15769353,Jenkins,550,France,Female,40,8,150490.32,1,0,0,166468.21,1,1,4,DIAMOND,572,31.72
8518,15671800,Robinson,688,France,Male,20,8,137624.4,2,1,1,197582.79,0,0,4,GOLD,742,37.42
8539,15648030,Crump,731,Spain,Female,33,5,137388.01,2,1,0,165000.68,0,0,3,PLATINUM,935,29.85
8540,15668594,Diggs,620,Germany,Female,25,1,137712.01,1,1,1,76197.05,0,0,5,GOLD,631,26.81
8543,15647546,Carvosso,688,Germany,Female,40,8,150679.71,2,0,1,196226.38,0,0,4,GOLD,645,36.45
8556,15638329,Uspensky,522,Germany,Male,25,1,111432.13,1,1,1,168683.57,0,0,4,GOLD,963,27.130000000000003
8559,15774507,Furneaux,574,France,Female,39,5,119013.86,1,1,0,103421.91,0,0,4,DIAMOND,904,30.54
8560,15570857,Kambinachi,677,Germany,Female,39,0,111213.64,2,1,1,147578.26,0,0,5,SILVER,667,27.67
8566,15749068,Nickson,632,France,Female,40,9,139625.34,1,1,0,93702.96,1,1,5,DIAMOND,709,37.59
8571,15711457,Herz,755,France,Female,28,7,124540.28,1,0,1,188850.89,0,0,3,GOLD,691,30.41
8596,15668774,Chiemenam,758,Germany,Female,23,5,122739.1,1,1,0,102460.84,1,1,5,GOLD,546,29.96
8613,15780716,Colombo,686,Germany,Male,39,3,129626.19,2,1,1,103220.56,0,0,5,PLATINUM,813,33.63
8627,15672447,Bailey,657,Germany,Male,40,7,99165.84,1,0,1,119333.95,1,1,5,SILVER,267,32.17
8630,15577598,Chiang,651,Spain,Male,23,4,115636.05,2,1,0,70400.86,0,0,5,PLATINUM,710,32.1
8646,15669282,Uchechukwu,636,France,Female,20,10,124266.86,1,0,0,100566.81,0,0,5,DIAMOND,606,38.06
8647,15792726,Sung,470,France,Female,25,8,127974.06,2,1,1,183259.35,0,0,3,DIAMOND,360,30.6
8678,15757829,Timperley,609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0,0,1,GOLD,988,31.880000000000003
8689,15778418,Burns,637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1,1,3,PLATINUM,659,33.09
8708,15754443,Fadden,443,France,Female,35,9,108308.0,1,1,0,129031.19,1,1,4,PLATINUM,476,32.26
8728,15567437,Emenike,734,Germany,Female,30,7,123040.38,1,1,1,76503.06,0,0,2,PLATINUM,645,26.95
8741,15570908,Harding,687,Spain,Female,29,7,93617.07,1,0,1,113050.92,0,0,2,PLATINUM,856,29.060000000000002
8747,15577905,Hammond,660,France,Male,34,8,106486.66,2,0,1,182262.66,0,0,5,SILVER,322,36.22
8775,15602934,Dunn,452,France,Female,33,6,131698.57,2,1,0,151623.91,0,0,3,GOLD,475,26.75
8776,15812720,Hooker,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0,0,4,DIAMOND,539,38.39
8779,15761606,Law,617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0,0,5,GOLD,425,34.75
8801,15647890,Su,691,France,Male,37,9,149405.18,1,1,1,146411.6,0,0,5,DIAMOND,562,38.12
8814,15770375,Fanucci,850,Germany,Female,26,8,123126.29,1,1,0,74425.41,0,0,5,DIAMOND,240,31.4
8817,15800806,Pai,685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0,0,5,GOLD,946,40.96
8820,15790750,Manfrin,592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0,0,3,PLATINUM,416,32.16
8821,15714832,Baker,652,Germany,Male,36,9,150956.71,1,0,0,72350.17,0,0,2,GOLD,507,26.57
8843,15610226,Fenton,614,France,Female,27,9,106414.57,2,0,0,77500.81,0,0,2,SILVER,825,31.75
8848,15630244,Chu,457,France,Male,40,10,134320.23,2,1,0,150757.35,0,0,5,DIAMOND,237,36.37
8868,15653773,Shaw,457,France,Female,38,7,164496.99,1,1,1,163327.27,0,0,3,SILVER,929,32.79
8876,15768120,Brown,702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0,0,2,PLATINUM,941,32.91
8896,15658972,Foster,699,France,Female,40,8,122038.34,1,1,0,102085.35,0,0,4,DIAMOND,547,31.47
8905,15737735,Grant,683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1,1,5,PLATINUM,777,32.769999999999996
8909,15656522,Sutherland,593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0,0,5,SILVER,584,37.84
8913,15637354,Yobachukwu,623,France,Female,24,7,148167.83,2,1,1,109470.34,0,0,3,PLATINUM,884,34.34
8916,15804962,Nnaife,606,France,Male,36,1,155655.46,1,1,1,192387.51,1,1,4,DIAMOND,1000,27.5
8923,15624703,Okonkwo,550,Germany,Male,35,9,129847.75,2,1,0,197325.4,0,0,2,SILVER,921,32.71
8930,15675141,Fraser,569,France,Female,35,4,93934.63,1,1,0,184748.23,0,0,5,GOLD,786,30.86
8942,15810660,Boyle,774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0,0,5,SILVER,948,36.480000000000004
8952,15636388,Abrego,702,Germany,Female,23,7,98775.23,1,1,0,114603.96,0,0,5,GOLD,291,30.41
8958,15787825,Okwudiliolisa,585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0,0,3,SILVER,405,26.05
8961,15657957,Hughes,602,Germany,Female,26,8,113674.2,1,1,0,197861.16,1,1,3,DIAMOND,368,26.68
8965,15649858,Simpson,469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0,0,4,PLATINUM,406,33.56
8990,15687558,Mault,640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0,0,3,DIAMOND,573,31.73
9003,15610727,Ch'in,605,France,Male,36,7,128829.25,1,1,0,190588.59,0,0,2,SILVER,879,27.29
9009,15776936,Whitworth,475,France,Male,40,7,160818.08,1,0,1,169642.13,1,1,5,GOLD,219,31.69
9028,15686718,Hung,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0,0,1,GOLD,927,29.77
9043,15689594,Su,731,France,Male,29,5,179539.2,1,0,0,112010.02,0,0,5,DIAMOND,826,32.76
9046,15749951,Sacco,766,Germany,Male,27,5,126285.73,1,1,0,177614.17,1,1,3,SILVER,969,28.189999999999998
9049,15640855,T'ien,729,Germany,Male,40,5,113574.61,2,1,0,103396.08,0,0,4,SILVER,995,33.45
9052,15569624,Feng,671,Germany,Female,31,6,105864.6,2,1,0,145567.34,0,0,5,GOLD,674,34.74
9060,15728608,Walker,688,Germany,Female,34,9,91025.58,2,0,1,163783.0,0,0,4,SILVER,985,41.35
9062,15724444,Wall,567,France,Female,38,1,125877.65,2,1,1,107841.77,0,0,5,DIAMOND,511,27.61
9064,15711521,Egobudike,609,France,Male,39,3,121778.71,1,1,1,138399.67,0,0,3,PLATINUM,985,27.35
9078,15810732,Grant,730,France,Female,36,8,148749.29,2,1,0,91830.75,0,0,3,GOLD,694,31.94
9089,15608246,Wentcher,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1,1,4,GOLD,666,34.66
9097,15762331,Moss,569,France,Male,37,9,178755.84,1,1,0,199929.17,0,0,5,GOLD,255,33.05
9111,15727391,Collier,688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0,0,4,SILVER,270,32.2
9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1,1,2,SILVER,964,27.14
9124,15679029,Kung,718,France,Male,33,7,102874.28,1,0,0,117841.06,0,0,5,SILVER,504,32.54
9125,15753639,Gibson,608,France,Male,37,5,146093.39,2,0,0,160593.41,0,0,3,SILVER,808,28.58
9131,15790599,Yin,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0,0,2,DIAMOND,927,28.77
9143,15663312,Marino,494,France,Female,35,9,112727.06,2,1,0,183752.91,0,0,2,DIAMOND,697,30.47
9154,15636977,Trevisan,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1,1,3,GOLD,447,32.97
9159,15568849,Bryan,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0,0,4,SILVER,645,37.45
9162,15750049,Steele,621,France,Male,40,10,163823.37,1,0,0,89519.47,0,0,3,DIAMOND,264,28.64
9173,15652615,Ferri,742,France,Male,39,8,140004.96,1,1,1,92985.78,0,0,3,SILVER,436,29.36
9176,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0,0,4,PLATINUM,545,29.95
9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0,0,5,DIAMOND,711,41.11
9186,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16,0,0,3,GOLD,416,28.16
9190,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0,0,3,GOLD,797,34.47
9192,15764708,Chiabuotu,572,France,Male,30,6,117696.67,1,1,0,100843.82,0,0,4,DIAMOND,748,30.48
9195,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0,0,3,DIAMOND,611,27.61
9216,15624180,Genovesi,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1,1,2,DIAMOND,395,34.95
9230,15629010,Beam,847,Germany,Female,35,5,111743.43,1,1,1,183584.14,0,0,5,GOLD,547,31.97
9238,15655175,Wallace,740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1,1,5,PLATINUM,303,28.03
9243,15630704,Haworth,612,Germany,Male,32,9,106520.73,2,1,0,177092.16,0,0,3,GOLD,821,34.71
9250,15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0,0,4,GOLD,318,29.68
9261,15649618,Tomlinson,799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0,0,2,PLATINUM,908,31.58
9267,15682273,Burns,683,France,Female,38,5,127616.56,1,1,0,123846.07,0,0,4,PLATINUM,806,29.560000000000002
9270,15705383,Shen,642,France,Male,35,4,125476.31,1,1,1,91775.51,0,0,4,PLATINUM,467,26.67
9271,15712903,Diaz,499,France,Female,21,3,176511.08,1,1,1,153920.22,0,0,5,DIAMOND,753,31.03
9292,15679804,Esquivel,636,France,Male,36,5,117559.05,2,1,1,111573.3,0,0,4,SILVER,302,28.52
9329,15763093,Nucci,540,Germany,Female,35,7,128369.75,2,1,0,198256.15,0,0,2,PLATINUM,653,27.03
9332,15659305,Webster,605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0,0,5,DIAMOND,870,39.7
9366,15753229,Genovese,802,France,Male,29,9,127414.55,1,1,1,134459.12,0,0,2,GOLD,944,32.94
9368,15785024,Warner,629,France,Female,40,9,137409.19,1,1,0,175877.7,1,1,4,DIAMOND,877,36.269999999999996
9384,15739997,Capon,716,France,Female,23,2,94464.81,2,0,1,185900.88,0,0,5,PLATINUM,351,27.509999999999998
9395,15615753,Upchurch,597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0,0,3,SILVER,758,32.58
9407,15743760,Davidson,850,France,Male,31,6,131996.66,2,1,1,178747.43,0,0,4,SILVER,655,33.55
9408,15652835,Liang,419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0,0,5,DIAMOND,851,30.509999999999998
9417,15795370,Mazure,648,Germany,Male,37,6,131753.41,1,1,0,86894.67,0,0,5,SILVER,849,34.49
9423,15778936,Ingamells,701,France,Male,33,9,147510.34,1,1,0,190611.92,0,0,5,DIAMOND,228,32.78
9430,15577913,Oliver,651,France,Female,32,8,144581.96,1,1,1,87609.5,0,0,1,SILVER,853,27.53
9431,15591980,Hill,753,France,Male,33,5,122568.05,2,1,1,82820.85,0,0,4,GOLD,491,30.41
9432,15598948,DeRose,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0,0,5,GOLD,557,32.07
9443,15606552,Akabueze,741,France,Male,37,9,105261.76,2,1,1,149503.54,0,0,1,PLATINUM,523,27.73
9450,15615444,Y?an,663,Germany,Male,28,8,123674.28,2,1,1,87985.2,0,0,1,SILVER,925,30.25
9454,15769402,Carpenter,667,France,Male,27,7,156811.74,1,1,1,149402.59,0,0,4,PLATINUM,277,29.27
9472,15776404,Williamson,523,France,Male,22,8,123374.46,1,1,1,124906.59,0,0,4,PLATINUM,862,36.62
9482,15613787,Chidubem,505,Spain,Male,35,8,116932.59,1,1,0,91092.84,0,0,4,PLATINUM,671,32.71
9487,15605130,Seccombe,753,France,Male,32,6,177729.13,1,1,1,161642.08,0,0,3,SILVER,987,31.869999999999997
9496,15763460,Yao,680,France,Male,33,10,183768.47,1,1,0,164119.35,0,0,3,PLATINUM,291,28.91
9500,15700813,Igwebuike,522,Germany,Female,25,5,94049.92,2,1,0,103269.0,0,0,3,SILVER,913,29.630000000000003
9501,15645600,Obidimkpa,739,Spain,Female,27,8,98926.4,1,1,1,106969.98,0,0,2,GOLD,474,26.740000000000002
9511,15735849,Kanayochukwu,617,France,Female,26,2,165947.99,2,0,1,168834.38,0,0,5,GOLD,319,27.19
9516,15792922,Tu,639,Spain,Male,38,9,130233.14,1,1,1,81861.1,0,0,4,PLATINUM,345,32.95
9518,15738042,Goliwe,543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0,0,1,GOLD,623,27.23
9528,15682868,Elliott,850,France,Female,40,9,99816.46,1,1,1,163989.66,1,1,3,PLATINUM,873,35.230000000000004
9544,15613518,Bellucci,647,France,Female,35,6,112668.7,1,0,1,122584.29,0,0,3,PLATINUM,525,27.25
9550,15772604,Chiemezie,578,Spain,Male,36,1,157267.95,2,1,0,141533.19,0,0,5,PLATINUM,940,29.9
9566,15752294,Long,582,France,Female,38,9,135979.01,4,1,1,76582.95,1,1,2,SILVER,876,38.26
9567,15743193,Olson,644,France,Male,37,6,117271.8,2,1,0,104217.96,1,1,5,PLATINUM,949,37.49
9571,15624936,Yen,631,France,Male,35,8,129205.49,1,1,1,79146.36,0,0,2,SILVER,460,26.6
9591,15594786,Ts'ai,772,Germany,Male,34,7,111565.91,1,1,1,121073.23,0,0,1,GOLD,887,26.369999999999997
9605,15687363,McMillan,770,France,Male,31,3,155047.56,2,1,1,186064.34,0,0,4,DIAMOND,948,31.98
9643,15579820,Robertson,704,Spain,Male,38,6,106687.76,1,1,0,173776.5,0,0,4,GOLD,546,28.46
9649,15797190,Charlton,608,Germany,Female,40,7,96202.32,1,0,0,161154.85,0,0,5,SILVER,822,35.72
9664,15607634,Cobb,606,Germany,Male,40,9,95293.86,2,0,1,96985.58,0,0,4,PLATINUM,408,35.58
9665,15595036,Doherty,726,Germany,Male,30,7,92847.59,1,1,0,146154.06,0,0,5,DIAMOND,361,31.11
9697,15638788,Mack,550,France,Male,32,8,97514.07,1,1,1,199138.84,0,0,1,GOLD,890,27.9
9709,15604515,Yefremov,737,Germany,Female,22,10,111543.26,2,0,0,106327.85,0,0,2,PLATINUM,258,27.58
9718,15654222,Ogg,757,Spain,Male,30,3,145396.49,1,0,1,198341.15,0,0,5,PLATINUM,614,29.64
9724,15612832,Jamieson,526,France,Male,32,7,125540.05,1,0,0,86786.41,0,0,3,PLATINUM,672,28.22
9732,15627859,Nebeolisa,607,Germany,Male,29,7,102609.0,1,1,0,163257.44,0,0,5,DIAMOND,800,35.5
9736,15768495,Chidimma,700,France,Female,32,8,110923.15,2,1,1,161845.81,1,1,2,SILVER,635,30.35
9744,15609643,Furneaux,752,Germany,Male,32,9,115587.49,2,0,1,101677.46,0,0,5,DIAMOND,722,41.72
9756,15804009,Amechi,806,Germany,Male,36,8,167983.17,2,1,1,106714.28,0,0,3,PLATINUM,498,31.98
9765,15569526,Morales,601,France,Male,40,10,98627.13,2,0,0,77977.69,0,0,2,DIAMOND,726,32.26
9780,15712568,Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0,0,5,GOLD,870,40.7
9781,15617432,Folliero,816,Germany,Female,40,9,109003.26,1,1,1,79580.56,0,0,1,DIAMOND,592,26.42
9783,15728829,Weigel,509,France,Male,18,7,102983.91,1,1,0,171770.58,0,0,5,DIAMOND,434,31.84
9786,15609187,Cox,455,France,Female,27,5,155879.09,2,0,0,70774.97,0,0,3,SILVER,967,30.17
9793,15787168,Y?,819,Spain,Female,28,8,168253.21,1,1,1,102799.14,0,0,4,PLATINUM,230,30.3
9797,15794236,Thorpe,642,Germany,Male,22,10,111812.52,2,1,1,183045.46,0,0,1,GOLD,729,31.29
9813,15711572,O'Kane,705,Germany,Female,31,9,110941.93,2,1,0,163484.8,0,0,3,DIAMOND,468,31.18
9814,15691170,Vasilyeva,590,Spain,Female,29,10,99250.08,1,1,1,129629.41,0,0,5,GOLD,931,43.31
9822,15629793,Banks,652,Spain,Male,28,8,156823.7,2,1,0,198251.52,0,0,5,PLATINUM,749,38.49
9823,15781298,Hughes,808,Germany,Male,39,3,124216.93,1,0,1,171442.36,0,0,5,SILVER,471,28.21
9831,15738224,Lin,593,France,Male,32,6,99162.29,1,1,0,128384.11,0,0,5,PLATINUM,501,31.009999999999998
9843,15746704,Jibunoh,638,Spain,Male,30,9,136808.53,2,1,1,106642.97,0,0,5,GOLD,946,43.96
9847,15596405,Udinese,546,Spain,Male,25,7,127728.24,2,1,1,105279.74,0,0,5,SILVER,917,40.67
9852,15792077,Degtyaryov,671,Germany,Male,28,8,119859.52,2,1,0,125422.66,0,0,4,DIAMOND,555,33.55
9854,15576615,Giordano,719,Spain,Male,37,10,145382.61,1,1,0,80408.59,0,0,5,PLATINUM,306,35.06
9855,15752650,Saad,681,Spain,Female,37,6,121231.39,1,1,1,146366.08,0,0,4,GOLD,271,27.71
9859,15619514,Bull,507,Germany,Male,40,3,120105.43,1,1,0,92075.01,1,1,5,PLATINUM,787,29.37
9861,15716431,Brookes,775,France,Female,30,10,191091.74,2,1,1,96170.38,0,0,5,SILVER,361,39.61
9874,15610454,Poole,724,Germany,Female,33,9,119278.44,1,1,1,197148.24,0,0,2,GOLD,306,26.56
9889,15697606,Sturdee,637,France,Female,21,10,125712.2,1,0,0,175072.47,0,0,4,PLATINUM,402,33.019999999999996
9893,15796370,Shah,604,Spain,Male,40,5,155455.43,1,0,1,113581.85,0,0,4,GOLD,742,30.92
9894,15598331,Morgan,764,France,Female,40,9,100480.53,1,1,0,124095.69,0,0,3,SILVER,261,27.11
9905,15722532,Angelo,690,Spain,Female,36,10,91760.11,1,1,1,135784.94,0,0,2,PLATINUM,443,29.43
9913,15655903,Michael,701,Spain,Female,34,6,107980.37,1,1,1,119374.74,0,0,3,PLATINUM,563,27.63
9931,15713604,Rossi,425,Germany,Male,40,9,166776.6,2,0,1,172646.88,0,0,2,SILVER,419,29.69
9933,15813451,Fleetwood-Smith,677,Spain,Male,18,8,134796.87,2,1,1,114858.9,0,0,4,GOLD,904,39.04
9943,15683007,Torode,739,Germany,Female,25,5,113113.12,1,1,0,129181.27,0,0,5,DIAMOND,796,32.46
9951,15638494,Salinas,625,Germany,Female,39,10,129845.26,1,1,1,96444.88,0,0,5,GOLD,615,40.15
9953,15696355,Cleveland,724,Germany,Male,37,6,125489.4,1,1,0,118570.53,0,0,4,SILVER,880,31.8
9965,15642785,Douglas,479,France,Male,34,5,117593.48,2,0,0,113308.29,0,0,4,PLATINUM,513,28.63
9973,15747927,Ch'in,758,France,Male,26,4,155739.76,1,1,0,171552.02,0,0,5,SILVER,757,30.57
9986,15586914,Nepean,659,France,Male,36,6,123841.49,2,1,0,96833.0,0,1,5,PLATINUM,875,36.75
